icao24,callsign,origin_country,time_position,last_contact,lon,lat,alt,on_ground,velocity,heading,vertical_rate,sensors,alt,squawk,spi,position_source
801849,SDG619  ,India,1775558092.0,1775558092,86.5563,25.6706,7406.64,False,164.83,267.14,8.13,,7566.66,1410,False,0
801850,IGO1862 ,India,1775558092.0,1775558092,77.6041,12.9015,5783.58,False,167.28,22.23,-9.1,,6050.28,,False,0
800520,AIC2KP  ,India,1775558092.0,1775558092,74.006,18.5439,8907.78,False,246.39,114.16,6.83,,9372.6,,False,0
801851,IGO316P ,India,1775558091.0,1775558092,76.9396,28.6003,2072.64,False,142.99,284.59,11.38,,2034.54,,False,0
800521,AIC5TZ  ,India,1775558068.0,1775558068,73.4957,16.7595,6736.08,False,204.44,157.82,-7.48,,7071.36,,False,0
80180b,IGO910  ,India,1775558086.0,1775558090,83.4678,25.5242,10668.0,False,274.11,118.1,-0.33,,11010.9,,False,0
801823,IGO611H ,India,1775558092.0,1775558092,73.2106,18.5503,3169.92,False,140.57,336.72,-9.75,,3253.74,,False,0
8005b9,VTBRS   ,India,1775558092.0,1775558092,75.2649,19.9699,10629.9,False,230.14,242.0,-8.45,,11209.02,,False,0
7020ae,AWA448  ,Bangladesh,1775558092.0,1775558092,91.4562,22.6601,4274.82,False,127.37,316.64,0.0,,4389.12,5567,False,0
7020b8,UBG152  ,Bangladesh,1775558090.0,1775558090,90.328,23.9638,502.92,False,94.74,259.36,0.33,,403.86,5557,False,0
7020b4,UBG206  ,Bangladesh,1775558090.0,1775558091,89.5841,23.34,5753.1,False,228.18,57.24,-13.33,,5928.36,0625,False,0
7020c2,UBG361  ,Bangladesh,1775558090.0,1775558090,88.4024,22.6813,9037.32,False,211.89,266.24,3.58,,9387.84,4747,False,0
8004df,AIC188  ,India,1775558092.0,1775558092,76.395,28.374,3710.94,False,184.74,63.36,-6.83,,3756.66,,False,0
8017e5,IGO764V ,India,1775558092.0,1775558092,76.1705,27.3143,11399.52,False,193.66,211.2,4.23,,11811.0,,False,0
8017f2,IGO349  ,India,1775558092.0,1775558092,74.9927,25.9117,10058.4,False,244.33,38.25,0.0,,10431.78,,False,0
80073b,AIC313  ,India,1775558092.0,1775558092,82.0222,26.4589,11574.78,False,200.99,286.81,0.33,,11955.78,5046,False,0
8830f4,TLM767  ,Thailand,1775558076.0,1775558076,99.5126,10.8615,10058.4,False,230.34,32.41,0.0,,10721.34,,False,0
8963e0,UAE46F  ,United Arab Emirates,1775558090.0,1775558091,86.0732,23.0894,10668.0,False,297.89,86.53,0.0,,11109.96,6201,False,0
4bb152,THY6263 ,Turkey,1775558092.0,1775558092,79.5567,27.9941,9144.0,False,235.21,317.48,0.0,,9380.22,,False,0
781cdf,HYT9068 ,China,1775558091.0,1775558091,86.8211,22.6555,10668.0,False,286.62,88.66,0.0,,11132.82,3056,False,0
8007cf,IGO516  ,India,1775558092.0,1775558092,77.5906,13.2448,2674.62,False,112.6,10.8,4.55,,2720.34,,False,0
896474,UAE380  ,United Arab Emirates,1775558051.0,1775558051,93.4311,22.4746,11887.2,False,290.87,82.07,0.33,,12458.7,6212,False,0
89661e,,United Arab Emirates,1775557967.0,1775558033,76.618,9.9466,12496.8,False,243.58,129.95,0.0,,13114.02,,False,0
8008c3,IGO595W ,India,1775557906.0,1775557907,74.8177,17.2279,9768.84,False,227.35,314.91,-18.53,,10317.48,,False,0
896617,UAE9783 ,United Arab Emirates,1775558092.0,1775558092,85.6606,22.7615,9753.6,False,213.83,278.58,0.0,,10157.46,5165,False,0
885963,TVJ416  ,Thailand,1775558084.0,1775558085,99.5596,10.9057,10972.8,False,232.69,192.25,0.0,,11666.22,,False,0
781ec1,CSC9648 ,China,1775558092.0,1775558092,73.866,19.6844,8732.52,False,253.83,62.08,5.2,,9159.24,,False,0
750260,MAS156  ,Malaysia,1775558073.0,1775558087,75.6735,11.3226,11582.4,False,244.56,303.59,0.0,,12230.1,,False,0
8832d5,TLM812  ,Thailand,1775558092.0,1775558092,99.8191,13.1361,7475.22,False,227.08,185.98,5.2,,7932.42,,False,0
8832d6,TLM509  ,Thailand,1775557803.0,1775557803,99.4611,17.8127,8023.86,False,207.43,162.24,9.1,,7879.08,,False,0
76cd76,SIA326  ,Singapore,1775558093.0,1775558093,78.3774,29.0202,9144.0,False,251.12,301.77,0.0,,9357.36,,False,0
76cd77,SIA406  ,Singapore,1775558092.0,1775558092,99.2837,12.054,11582.4,False,251.25,332.7,0.0,,12298.68,,False,0
899081,EVA067  ,Taiwan,1775557887.0,1775557887,74.3607,31.5116,9144.0,False,260.98,304.32,0.0,,9288.78,,False,0
78021a,CPA2045 ,China,1775558092.0,1775558092,78.9394,28.111,8100.06,False,194.53,298.6,-5.2,,8275.32,,False,0
a80e46,UPS9    ,United States,1775558021.0,1775558021,74.7427,31.376,9753.6,False,253.27,324.34,0.0,,9936.48,,False,0
86ef8e,ANA829  ,Japan,1775558092.0,1775558092,85.1298,22.2764,11780.52,False,209.58,257.67,4.23,,12329.16,5050,False,0
040249,ETH3632 ,Ethiopia,1775557806.0,1775557806,71.253,18.3882,9738.36,False,237.05,227.55,5.53,,10111.74,,False,0
49d276,SEJ693  ,Czech Republic,1775558092.0,1775558092,73.001,19.0903,708.66,False,80.26,269.27,-4.23,,662.94,,False,0
880c52,AIQ3331 ,Thailand,1775558092.0,1775558092,99.965,13.7124,4130.04,False,172.49,209.09,12.03,,4343.4,,False,0
801396,AIC5CX  ,India,1775558019.0,1775558028,83.861,22.0024,11574.78,False,194.46,257.47,0.33,,12123.42,1416,False,0
801405,IGO295C ,India,1775558093.0,1775558093,82.3065,25.7848,3451.86,False,179.93,108.85,-5.53,,3520.44,,False,0
801410,IGO687C ,India,1775558079.0,1775558092,72.769,19.153,2232.66,False,145.83,20.22,10.08,,2270.76,,False,0
801411,IGO43F  ,India,1775558092.0,1775558092,76.8673,28.1351,4625.34,False,169.16,209.92,8.45,,4686.3,,False,0
801441,AIC4EK  ,India,1775558093.0,1775558093,75.0965,25.6165,10965.18,False,196.34,241.69,-0.65,,11414.76,,False,0
801455,IGO12AJ ,India,1775557823.0,1775557867,85.9625,26.3154,11582.4,False,204.52,276.5,0.0,,11948.16,2056,True,0
80140c,IGO319P ,India,1775558091.0,1775558091,73.3227,19.1481,2164.08,False,130.03,244.96,-5.53,,2194.56,,False,0
80140b,IGO5072 ,India,1775558092.0,1775558092,77.1437,28.534,495.3,False,74.12,283.65,-3.58,,419.1,,False,0
801419,        ,India,1775557838.0,1775557838,77.6856,12.9613,967.74,False,31.42,272.82,-2.93,,899.16,,False,0
801424,AIC238  ,India,1775558091.0,1775558091,83.1334,26.0895,10363.2,False,204.82,288.75,0.33,,10683.24,4756,False,0
80141d,AIC6LR  ,India,1775558090.0,1775558090,76.8389,26.517,10706.1,False,254.86,177.69,5.2,,11071.86,,False,0
801432,IGO6309 ,India,1775558091.0,1775558091,88.2329,22.9039,6560.82,False,179.17,2.3,8.45,,6766.56,1356,False,0
801435,AXB1056 ,India,1775558090.0,1775558090,83.6317,24.3572,10972.8,False,195.35,314.68,0.0,,11414.76,,False,0
801460,IGO1070 ,India,1775558088.0,1775558088,80.9124,26.7512,10988.04,False,181.49,300.49,0.0,,11315.7,,False,0
801470,IGO6003 ,India,1775558092.0,1775558092,77.6148,13.4442,4998.72,False,187.97,15.56,3.9,,5212.08,,False,0
80148e,IGO614  ,India,1775558092.0,1775558092,77.4057,29.8926,8519.16,False,197.09,195.6,5.53,,8717.28,,False,0
80149e,IGO542M ,India,1775558092.0,1775558092,72.7838,18.6849,4274.82,False,199.33,162.73,11.38,,4404.36,,False,0
88504e,,Thailand,1775558092.0,1775558092,98.9631,18.7767,480.06,False,80.77,0.73,6.5,,388.62,,False,0
801525,VTPCR   ,India,1775558092.0,1775558092,77.2407,25.4635,12192.0,False,207.45,358.01,0.33,,12672.06,,False,0
801509,AKJ1141 ,India,1775558090.0,1775558090,88.2039,24.9841,11277.6,False,264.75,69.17,0.33,,11666.22,1475,False,0
80154d,IGO274E ,India,1775558092.0,1775558092,75.6085,26.6119,10370.82,False,212.74,213.96,-0.33,,10744.2,,False,0
801569,IGO323  ,India,1775558092.0,1775558092,88.5143,21.8249,11209.02,False,232.73,159.96,2.93,,11727.18,1302,False,0
80155b,IGO139C ,India,1775558092.0,1775558092,77.332,11.6673,9959.34,False,236.31,203.89,6.5,,10485.12,,False,0
801571,IGO7309 ,India,1775557990.0,1775557992,91.8421,25.0508,4869.18,False,134.39,168.52,0.33,,4975.86,,False,0
80152f,IGO967  ,India,1775558092.0,1775558093,84.7821,22.5337,11506.2,False,193.42,279.34,3.9,,12047.22,1421,False,0
801548,AKJ1106 ,India,1775558089.0,1775558090,72.6369,18.9068,4076.7,False,152.98,87.11,-4.88,,4221.48,,False,0
801553,AIC6LH  ,India,1775558092.0,1775558092,76.5632,27.8489,7223.76,False,178.0,216.54,8.45,,7391.4,,False,0
801551,IGO556K ,India,1775558073.0,1775558073,75.8236,19.3363,9418.32,False,236.76,130.68,6.83,,9867.9,,False,0
801552,AIC2116 ,India,1775558092.0,1775558092,79.4059,27.9119,9753.6,False,218.71,316.62,-5.2,,10027.92,,False,0
80159e,AIC116  ,India,1775558064.0,1775558083,72.4079,18.7236,4831.08,False,161.62,47.06,-5.53,,5013.96,,False,0
80159a,IGO1158 ,India,1775558091.0,1775558092,82.055,26.3638,10370.82,False,215.84,228.87,0.33,,10683.24,,False,0
80156c,IGO6739 ,India,1775558049.0,1775558050,78.0778,13.3993,3025.14,False,137.87,157.17,-4.55,,3108.96,,False,0
80157c,AKJ1819 ,India,1775558093.0,1775558093,75.7785,27.7176,7269.48,False,208.67,26.5,-4.55,,7437.12,,False,0
801595,AXB1617 ,India,1775557997.0,1775558001,74.1549,18.3659,2667.0,False,136.09,93.68,-5.53,,2727.96,,False,0
801590,AXB1081 ,India,1775558092.0,1775558092,76.8227,28.5472,3909.06,False,147.48,173.79,13.98,,3939.54,,False,0
801594,AXB1340 ,India,1775558092.0,1775558093,73.1666,18.7861,10668.0,False,231.22,354.0,0.0,,11277.6,,False,0
8013c3,AIC357  ,India,1775558091.0,1775558091,89.9731,24.1616,11574.78,False,211.65,282.92,0.0,,12039.6,1031,False,0
8013b1,AIC6ME  ,India,1775557766.0,1775557781,77.1259,28.5379,403.86,False,68.25,283.51,-3.58,,312.42,,False,0
8013fe,AIC5SA  ,India,1775558092.0,1775558092,76.001,28.5011,10058.4,False,242.98,16.86,0.0,,10309.86,,False,0
8013e3,IGO7517 ,India,1775558092.0,1775558093,76.6685,29.7384,3169.92,False,116.68,216.21,-2.93,,3154.68,,False,0
8013dc,IGO2519 ,India,1775558063.0,1775558063,77.8802,13.1881,1737.36,False,87.46,270.67,-3.25,,1783.08,,False,0
8013da,IGO925  ,India,1775558091.0,1775558092,83.0759,26.0058,9761.22,False,194.02,291.46,-0.33,,10050.78,,False,0
8013ed,AIC2382 ,India,1775558028.0,1775558029,87.704,18.4791,10058.4,False,252.16,147.41,0.0,,10614.66,6356,False,0
8013ea,AIC1QA  ,India,1775558092.0,1775558092,76.3198,27.3888,10363.2,False,223.74,204.74,0.0,,10698.48,,False,0
88044f,AIQ5420 ,Thailand,1775558035.0,1775558035,99.4336,17.8288,7962.9,False,205.7,154.2,5.2,,8481.06,,False,0
880454,AIQ253  ,Thailand,1775558092.0,1775558092,99.2041,14.7052,8618.22,False,207.36,310.17,9.75,,9159.24,,False,0
880455,AIQ3074 ,Thailand,1775558092.0,1775558092,99.9305,13.5181,11590.02,False,234.12,190.12,0.0,,12344.4,,False,0
151db8,AFL273  ,Russian Federation,1775558090.0,1775558092,75.4984,31.1105,10363.2,False,240.79,289.21,0.0,,10568.94,,False,0
151dad,AFL275  ,Russian Federation,1775558092.0,1775558092,78.7221,28.7233,10363.2,False,231.47,318.69,0.0,,10622.28,,False,0
7821a0,CSS155  ,China,1775558093.0,1775558093,89.2217,24.1171,9144.0,False,208.91,277.07,0.0,,9433.56,0504,False,0
151d76,AZV2971 ,Russian Federation,1775558092.0,1775558092,99.7175,11.2657,10363.2,False,240.2,199.91,0.0,,10972.8,,False,0
151d46,AZV2502 ,Russian Federation,1775558090.0,1775558091,88.9079,21.427,9753.6,False,226.78,322.56,0.33,,10149.84,5541,False,0
70c109,OMA318  ,Oman,1775558092.0,1775558092,90.1086,23.8545,4549.14,False,162.69,297.7,9.1,,4655.82,4751,False,0
7c1472,QFA67   ,Australia,1775557812.0,1775557812,79.0767,13.1898,6682.74,False,217.16,303.99,-12.03,,7101.84,,False,0
880843,AIQ4108 ,Thailand,1775558092.0,1775558092,99.0206,18.0808,3063.24,False,156.34,346.1,-11.05,,3268.98,,False,0
70c0fb,OMA284  ,Oman,1775557915.0,1775557922,72.4849,15.6747,10972.8,False,229.44,297.94,0.0,,11590.02,,False,0
86ebfa,ANA837  ,Japan,1775558090.0,1775558091,80.9208,26.7636,8526.78,False,236.16,278.52,-0.65,,8770.62,5675,False,0
7812dc,CCA821  ,China,1775558007.0,1775558091,99.3948,10.1407,10972.8,False,232.91,192.5,0.0,,11666.22,,False,0
507c71,QNT2232 ,Uzbekistan,1775558091.0,1775558091,81.6076,26.5147,10363.2,False,191.47,290.77,0.0,,10668.0,,False,0
76cda3,SIA338  ,Singapore,1775558092.0,1775558092,82.8688,25.4512,10972.8,False,207.23,306.22,0.0,,11437.62,0146,False,0
8940a1,,Bahrain,1775558088.0,1775558088,76.2094,19.3939,11582.4,False,231.45,280.76,0.0,,12192.0,,False,0
8966a9,ETD420  ,United Arab Emirates,1775558088.0,1775558089,98.6412,15.5202,10668.0,False,242.31,128.62,0.0,,11330.94,,False,0
750424,MXD183  ,Malaysia,1775558092.0,1775558092,89.5781,19.8408,11277.6,False,238.38,159.14,-0.33,,11864.34,2512,False,0
7000a1,AFG312  ,Afghanistan,1775557803.0,1775557804,74.4786,31.4207,10980.42,False,228.13,313.81,-0.33,,11178.54,,False,0
75054f,MAS171  ,Malaysia,1775558059.0,1775558059,98.4734,13.0245,11277.6,False,238.62,143.95,0.0,,11978.64,,False,0
750556,MAS173  ,Malaysia,1775558092.0,1775558092,86.5818,19.4153,10668.0,False,264.94,133.27,-0.33,,11224.26,0573,False,0
750548,XAX600  ,Malaysia,1775558092.0,1775558092,74.4443,31.4736,12192.0,False,223.3,320.52,0.0,,12473.94,,False,0
881058,NOK546  ,Thailand,1775558092.0,1775558092,99.8097,12.7992,9067.8,False,231.12,192.86,6.5,,9631.68,,False,0
3c4585,BOX720  ,Germany,1775558092.0,1775558092,75.9462,28.3768,5890.26,False,217.63,78.13,-4.88,,5989.32,,False,0
3c4596,BOX584  ,Germany,1775557774.0,1775558075,78.0555,13.3687,2865.12,False,121.98,118.19,-5.85,,2926.08,,False,0
800c38,IGO5302 ,India,1775558092.0,1775558092,74.265,19.4091,8138.16,False,215.82,226.84,-4.88,,8549.64,,False,0
800c42,AIC5DZ  ,India,1775558092.0,1775558092,73.171,18.9282,2575.56,False,110.7,87.6,-2.93,,2628.9,,False,0
800c3c,AIC6AC  ,India,1775558092.0,1775558092,86.6957,23.3167,10774.68,False,287.54,102.82,-17.23,,11247.12,0250,False,0
800c3e,AIC186  ,India,1775558088.0,1775558088,86.5922,25.0232,11582.4,False,217.18,292.86,0.0,,12001.5,2672,False,0
800c11,IGO616C ,India,1775558092.0,1775558092,77.4789,11.8615,10683.24,False,241.58,207.11,0.0,,11300.46,,False,0
800c16,IGO6713 ,India,1775558088.0,1775558088,78.0975,30.1188,1943.1,False,120.69,211.05,19.51,,1851.66,,False,0
800c87,AIC2388 ,India,1775558090.0,1775558091,89.8642,20.4537,10668.0,False,257.22,126.87,0.33,,11209.02,0551,False,0
800c86,AIC219  ,India,1775558090.0,1775558090,81.1107,26.9674,11269.98,False,290.17,89.29,0.0,,11612.88,,False,0
800c52,VTBVV   ,India,1775557856.0,1775557902,73.4239,26.5963,12192.0,False,201.56,226.03,0.65,,12702.54,,False,0
800c65,IGO7455 ,India,1775557931.0,1775557931,73.4682,17.6634,4876.8,False,117.73,350.95,-0.33,,5135.88,,False,0
710053,,Saudi Arabia,1775558048.0,1775558059,74.8359,14.4483,10058.4,False,266.94,117.8,0.0,,10622.28,,False,0
800d10,IGO515  ,India,1775558089.0,1775558092,79.9808,27.6014,9121.14,False,214.61,320.74,2.28,,9372.6,,False,0
800d09,IGO5338 ,India,1775558092.0,1775558092,75.6055,25.3739,11582.4,False,210.42,218.75,0.0,,12077.7,,False,0
800d08,SEJ2451 ,India,1775558092.0,1775558092,76.8187,30.7196,6400.8,False,152.28,143.52,-0.33,,6537.96,,False,0
800d31,VTHCA   ,India,1775558092.0,1775558092,77.3871,29.2365,3345.18,False,105.76,160.68,0.65,,3337.56,,False,0
800d34,IGO6560 ,India,1775558092.0,1775558092,79.7105,27.6535,10363.2,False,190.23,310.06,-0.65,,10645.14,,False,0
800d2c,IGO2417 ,India,1775558091.0,1775558091,82.0937,26.4397,10965.18,False,187.84,286.55,0.98,,11308.08,,False,0
800d37,IGO5041 ,India,1775558093.0,1775558093,77.5557,28.0273,6522.72,False,214.04,120.63,14.96,,6667.5,,False,0
800d8b,AXB1085 ,India,1775558090.0,1775558090,90.7192,25.9979,7117.08,False,228.53,112.64,-17.88,,7345.68,6354,False,0
800bc8,SEJ757  ,India,1775558093.0,1775558093,77.9559,28.5268,3779.52,False,136.55,266.76,-6.5,,3848.1,,False,0
800bbb,VTARC   ,India,1775558090.0,1775558090,87.6057,25.4436,11582.4,False,257.79,165.44,0.0,,11978.64,0467,False,0
800bb5,IGO2614 ,India,1775558092.0,1775558092,78.3824,27.7594,10370.82,False,268.07,111.15,2.93,,10660.38,,False,0
800bef,AIC5FW  ,India,1775558092.0,1775558092,72.9046,19.0892,198.12,False,60.71,269.03,-2.28,,114.3,,False,0
800bfa,AIC2304 ,India,1775558091.0,1775558091,81.1479,26.5595,10675.62,False,286.9,116.98,0.65,,10980.42,,False,0
800be6,AIC5PB  ,India,1775558092.0,1775558092,77.2586,24.9928,11582.4,False,206.96,353.86,0.0,,12047.22,,False,0
3c5642,BOX542  ,Germany,1775558092.0,1775558092,74.4503,28.2326,10668.0,False,308.88,96.12,0.0,,10995.66,,False,0
800cdc,IGO302  ,India,1775558072.0,1775558072,77.037,14.1273,8465.82,False,219.65,147.72,-10.4,,9128.76,,False,0
800cbf,IGO5AP  ,India,1775558093.0,1775558093,81.0658,26.7655,830.58,False,90.73,282.78,0.33,,769.62,,False,0
800cc9,,India,1775557895.0,1775557897,84.2424,20.9025,10180.32,False,216.41,348.34,2.6,,10759.44,,False,0
800cc8,AIC4EL  ,India,1775558092.0,1775558092,77.667,13.5513,11277.6,False,235.45,183.13,0.0,,11925.3,,False,0
800cee,IGO6461 ,India,1775558092.0,1775558092,76.5449,30.5544,9288.78,False,209.88,156.45,-8.45,,9494.52,,False,0
800cfe,AIC2256 ,India,1775558088.0,1775558089,75.0813,25.9616,10668.0,False,242.73,39.32,0.33,,11087.1,,False,0
80162c,AXB1562 ,India,1775559099.0,1775559099,88.8737,25.9925,11582.4,False,202.41,277.59,0.0,,11963.4,2605,False,0
80162d,AXB1038 ,India,1775559099.0,1775559099,77.7028,28.5543,2339.34,False,137.09,273.44,-4.23,,2331.72,,False,0
801640,AIC2356 ,India,1775559099.0,1775559099,87.763,24.2852,10972.8,False,202.61,310.16,0.0,,11376.66,6131,False,0
80162e,AIC5EY  ,India,1775559099.0,1775559099,77.2229,25.9475,11506.2,False,213.08,358.2,-5.53,,11963.4,,False,0
801657,AIC4CM  ,India,1775559099.0,1775559100,87.3737,26.173,10668.0,False,266.93,97.86,0.0,,10965.18,0547,False,0
80163f,AIC6GB  ,India,1775559100.0,1775559100,76.5215,28.43,3962.4,False,174.62,63.59,0.0,,4008.12,,False,0
801623,AXB1514 ,India,1775559099.0,1775559099,78.402,26.6357,8656.32,False,193.08,279.66,-5.2,,8923.02,,False,0
80161c,AXB1243 ,India,1775559099.0,1775559100,74.2806,19.5326,7086.6,False,198.64,253.91,-11.7,,7421.88,,False,0
80161a,IGO6914 ,India,1775559073.0,1775559074,91.9801,25.556,3436.62,False,109.61,271.34,-3.9,,3497.58,,False,0
801625,AIC2384 ,India,1775559100.0,1775559100,87.3526,19.087,10066.02,False,247.96,150.14,0.0,,10591.8,0507,False,0
801629,IGO7223 ,India,1775559099.0,1775559099,77.6845,13.4376,2781.3,False,106.73,56.0,2.28,,2827.02,,False,0
80167d,AXB1354 ,India,1775559099.0,1775559099,84.4091,20.5408,10668.0,False,247.93,40.03,0.33,,11224.26,0222,False,0
80167e,AIC4AK  ,India,1775559099.0,1775559099,76.8143,25.3852,11894.82,False,248.58,175.97,0.0,,12390.12,,False,0
80164b,IGO79MA ,India,1775559097.0,1775559099,76.7798,28.4264,2743.2,False,143.1,196.28,0.0,,2735.58,,False,0
80164f,AIC4GV  ,India,1775559096.0,1775559099,77.3862,28.229,2438.4,False,117.7,48.37,0.0,,2430.78,,False,0
801663,IGO214J ,India,1775559097.0,1775559099,76.8772,25.6332,10668.0,False,252.27,177.78,0.0,,11087.1,,False,0
801667,AIC6FJ  ,India,1775559099.0,1775559099,73.1353,19.0922,1226.82,False,97.24,269.39,-2.6,,1203.96,,False,0
801672,AIC5WH  ,India,1775559098.0,1775559099,77.0693,28.4337,1562.1,False,110.73,140.47,0.33,,1516.38,,False,0
80169d,IGO6264 ,India,1775559098.0,1775559099,73.0428,18.3347,10668.0,False,232.69,357.85,0.0,,11269.98,,False,0
80169e,AKJ1140 ,India,1775559099.0,1775559099,72.9434,19.0898,403.86,False,71.0,270.42,-3.25,,335.28,,False,0
8014e4,IGO624  ,India,1775559098.0,1775559098,75.7538,12.5301,11292.84,False,234.69,156.08,-0.33,,11925.3,,False,0
8014db,AIC5ZY  ,India,1775559099.0,1775559099,77.2896,28.3735,2186.94,False,106.9,99.42,-6.5,,2171.7,,False,0
8014f5,VTFTO   ,India,1775558853.0,1775558853,76.7499,12.1965,2613.66,False,47.56,285.69,-1.63,,2667.0,,False,0
8014f3,AIC5TX  ,India,1775558973.0,1775558973,72.5192,19.7103,6126.48,False,184.32,328.35,17.56,,6393.18,,False,0
8014ba,VTSFU   ,India,1775559099.0,1775559099,73.1399,18.9177,12489.18,False,217.25,354.02,0.0,,13136.88,,False,0
8014d8,IGO6393 ,India,1775559074.0,1775559074,76.454,30.6554,1866.9,False,101.44,49.52,-6.83,,1889.76,,False,0
801606,AXB2891 ,India,1775559099.0,1775559099,73.1784,18.8681,11635.74,False,246.33,149.36,4.88,,12268.2,,False,0
801609,VTPMO   ,India,1775559099.0,1775559099,87.9185,26.0723,11071.86,False,214.94,215.06,-13.0,,11384.28,0466,False,0
801613,AXB1168 ,India,1775559100.0,1775559100,76.7397,27.6912,11269.98,False,251.02,169.01,0.33,,11650.98,,False,0
80174a,IGO69TA ,India,1775559099.0,1775559099,73.2402,19.2682,3200.4,False,124.93,257.39,-3.9,,3291.84,,False,0
801759,IGO357Y ,India,1775559071.0,1775559071,76.9051,24.9739,10675.62,False,261.52,177.86,0.33,,11117.58,,False,0
80175f,IGO1089 ,India,1775559100.0,1775559100,73.8415,18.5079,7277.1,False,236.57,112.77,10.08,,7627.62,,False,0
800441,AIC2JL  ,India,1775559099.0,1775559099,72.8503,18.4685,4884.42,False,210.84,161.65,17.88,,5074.92,,False,0
801778,IGO770H ,India,1775559099.0,1775559099,76.8402,26.478,10668.0,False,249.18,177.75,0.0,,11064.24,,False,0
801739,VTJMR   ,India,1775559096.0,1775559096,72.651,19.1709,5242.56,False,199.44,144.34,-3.9,,5463.54,,False,0
801785,AKJ619  ,India,1775559095.0,1775559097,76.0521,19.4279,10363.2,False,207.98,280.11,0.0,,10911.84,,False,0
801786,AKJ1124 ,India,1775558897.0,1775558918,81.2015,25.1771,6385.56,False,192.67,219.26,6.5,,6545.58,,False,0
801787,VTRRP   ,India,1775558810.0,1775558810,77.6035,13.0736,1043.94,False,34.2,21.16,-1.63,,937.26,,False,0
80177b,AXB6118 ,India,1775559099.0,1775559099,73.0616,18.8257,3116.58,False,146.98,130.88,-4.23,,3208.02,,False,0
801793,IGO105W ,India,1775559091.0,1775559091,75.736,20.36,10058.4,False,261.88,74.27,0.0,,10607.04,,False,0
801792,IGO1052 ,India,1775559099.0,1775559100,74.8493,19.5769,10165.08,False,201.12,275.73,-3.58,,10721.34,,False,0
8016a6,AIC4FC  ,India,1775559099.0,1775559099,77.8453,28.6386,3627.12,False,126.34,222.52,-4.23,,3665.22,,False,0
8016a7,AIC6KU  ,India,1775558924.0,1775558924,75.1889,25.1209,10363.2,False,230.36,205.25,0.0,,10805.16,,False,0
8016a4,IGO726  ,India,1775558948.0,1775558948,75.7979,19.3556,8831.58,False,273.74,128.05,1.63,,9273.54,,False,0
8016a5,IGO1114 ,India,1775558985.0,1775558990,84.3313,19.5397,11597.64,False,230.05,209.03,0.0,,12222.48,4705,False,0
76b862,TGW675  ,Singapore,1775559078.0,1775559080,98.9627,18.8096,944.88,False,101.36,359.13,13.66,,891.54,,False,0
8015c0,IGO674  ,India,1775559099.0,1775559099,73.1783,18.8242,2773.68,False,115.97,3.56,-1.95,,2842.26,,False,0
8015c3,VTSSR   ,India,1775559098.0,1775559098,78.5658,14.0643,11056.62,False,231.89,124.61,-10.73,,11696.7,,False,0
8015d3,IGO993E ,India,1775559097.0,1775559097,77.8005,13.1888,1310.64,False,72.54,270.0,-3.58,,1432.56,,False,0
8015d1,IGO4VP  ,India,1775559096.0,1775559096,77.4897,11.8827,4876.8,False,130.68,207.17,0.0,,5052.06,,False,0
8015d7,VTSBS   ,India,1775559097.0,1775559097,77.9081,27.9696,1249.68,False,58.14,271.01,-0.65,,1203.96,,False,0
8015d9,IGO6532 ,India,1775559098.0,1775559098,77.8938,13.188,1844.04,False,94.17,271.25,-5.85,,1836.42,,False,0
8015b8,IGO226Y ,India,1775559097.0,1775559097,76.8266,27.9199,6096.0,False,197.27,182.84,9.43,,6271.26,,False,0
8015fc,IGO301P ,India,1775559099.0,1775559099,90.363,23.6764,6126.48,False,208.16,118.97,-13.98,,6316.98,0562,False,0
8015e4,IGO525  ,India,1775559099.0,1775559099,89.9139,23.2046,9753.6,False,191.99,265.39,0.33,,10142.22,3307,False,0
8015e6,IGO615C ,India,1775559098.0,1775559098,72.7648,18.7136,4099.56,False,213.29,161.0,9.75,,4221.48,,False,0
8015da,IGO2589 ,India,1775559023.0,1775559023,84.357,25.1172,10668.0,False,267.37,119.13,0.33,,11026.14,,False,0
88530a,THA217  ,Thailand,1775559098.0,1775559099,99.7515,11.5514,10972.8,False,225.46,194.13,0.33,,11689.08,,False,0
801723,IGO848  ,India,1775559099.0,1775559099,77.7143,11.471,6446.52,False,214.17,55.97,6.83,,6751.32,,False,0
80187c,IGO5936 ,India,1775559099.0,1775559099,85.6605,24.1934,11582.4,False,220.92,214.95,-0.33,,12047.22,1447,False,0
801861,IGO724F ,India,1775559095.0,1775559098,76.8431,28.2117,4152.9,False,175.16,183.03,12.68,,4213.86,,False,0
801864,IGO274P ,India,1775559049.0,1775559065,85.0446,19.5314,10980.42,False,214.91,251.0,0.0,,11590.02,2632,False,0
80185f,IGO163K ,India,1775559096.0,1775559099,77.5882,13.2994,2110.74,False,142.85,340.65,17.56,,2125.98,,False,0
80058a,AIC5VU  ,India,1775559099.0,1775559099,82.4917,25.6802,3848.1,False,149.3,307.58,14.31,,3909.06,,False,0
8960ec,UAE362  ,United Arab Emirates,1775559098.0,1775559099,87.4099,23.3484,12496.8,False,278.9,117.7,-0.33,,13053.06,6226,False,0
8017a8,VTPVS   ,India,1775559099.0,1775559099,73.5312,19.5077,2286.0,False,73.32,59.66,-0.33,,2308.86,,False,0
