icao24,callsign,origin_country,time_position,last_contact,lon,lat,alt,on_ground,velocity,heading,vertical_rate,sensors,alt,squawk,spi,position_source
507c71,QNT2232 ,Uzbekistan,1775560684.0,1775560684,77.7109,29.7505,10363.2,False,218.99,315.19,0.0,,10607.04,,False,0
76cda3,SIA338  ,Singapore,1775560683.0,1775560684,78.7241,28.5325,10972.8,False,220.39,322.97,0.0,,11361.42,0146,False,0
780dba,CES9617 ,China,1775560683.0,1775560684,92.6793,23.5978,11582.4,False,183.02,281.18,0.0,,12070.08,3520,False,0
8966be,ETD215  ,United Arab Emirates,1775560684.0,1775560684,76.1106,28.5866,7162.8,False,193.96,269.39,5.85,,7299.96,,False,0
8966bd,ETD237  ,United Arab Emirates,1775560675.0,1775560675,75.7919,13.9845,9471.66,False,235.2,291.96,4.88,,9913.62,,False,0
0101e0,MSR977  ,Egypt,1775560684.0,1775560684,75.1835,14.2687,10668.0,False,263.73,117.91,0.0,,11285.22,,False,0
800b14,IGO6390 ,India,1775560684.0,1775560684,77.227,26.3259,8709.66,False,233.06,359.37,-9.1,,9006.84,,False,0
800b31,VTTSL   ,India,1775560685.0,1775560685,87.1041,22.6593,1691.64,False,68.84,80.54,-0.33,,1668.78,1450,False,0
3c5829,IFA1115 ,Germany,1775560684.0,1775560684,77.1359,29.6547,10668.0,False,269.96,124.2,0.33,,10919.46,,False,0
881426,AIQ3027 ,Thailand,1775560685.0,1775560685,99.4969,10.4724,10980.42,False,233.95,194.13,0.33,,11681.46,,False,0
800c01,IGO6344 ,India,1775560680.0,1775560680,88.4461,22.6417,335.28,False,78.87,187.5,13.66,,152.4,1467,False,0
800c07,AIC6JS  ,India,1775560678.0,1775560683,77.7618,13.1891,1112.52,False,73.57,270.0,-2.93,,1043.94,,False,0
800c3e,AIC186  ,India,1775560684.0,1775560684,81.5177,26.5943,11582.4,False,199.07,286.51,0.0,,11955.78,0250,False,0
800c0c,AIC5WG  ,India,1775560684.0,1775560684,80.4818,27.5116,9128.76,False,218.62,310.32,0.0,,9380.22,,False,0
800c16,IGO6713 ,India,1775560685.0,1775560685,75.5331,26.1037,10378.44,False,228.26,200.72,0.0,,10782.3,,False,0
800c4b,AIC4309 ,India,1775560513.0,1775560513,75.1594,25.6852,10363.2,False,207.38,226.01,0.0,,10774.68,,False,0
800c65,IGO7455 ,India,1775560513.0,1775560513,74.83,19.6899,4152.9,False,156.52,72.4,-7.15,,4663.44,,False,0
800c9c,VTARO   ,India,1775560684.0,1775560684,90.4731,26.0829,12496.8,False,196.11,290.1,0.98,,12931.14,2667,False,0
4cac16,KZR200  ,Ireland,1775560684.0,1775560684,76.4931,28.0794,9753.6,False,203.73,322.7,0.0,,10020.3,,False,0
885b4a,TVJ2304 ,Thailand,1775560684.0,1775560684,99.7508,11.7491,9639.3,False,241.89,192.53,4.88,,10233.66,,False,0
800d10,IGO515  ,India,1775560657.0,1775560658,78.0843,30.1747,1021.08,False,71.55,80.06,-3.25,,967.74,,False,0
800d0f,IGO2073 ,India,1775560684.0,1775560684,77.711,11.9381,8709.66,False,242.51,152.73,-13.0,,9204.96,,False,0
800d2c,IGO2417 ,India,1775560684.0,1775560684,77.9337,27.9451,4914.9,False,173.26,325.04,-16.26,,5013.96,,False,0
800d37,IGO5041 ,India,1775560681.0,1775560685,84.41,26.4786,11269.98,False,276.22,95.99,0.33,,11620.5,,False,0
710105,SVA3606 ,Saudi Arabia,1775560684.0,1775560685,86.0313,22.0541,10668.0,False,293.6,103.48,0.0,,11201.4,4503,False,0
800d6a,IGO7251 ,India,1775560685.0,1775560685,88.5366,22.9158,853.44,False,89.26,218.92,-2.6,,838.2,1256,False,0
800bc0,IGO102W ,India,1775560685.0,1775560685,73.9901,17.5348,11894.82,False,245.27,149.08,0.0,,12550.14,,False,0
800bb5,IGO2614 ,India,1775560480.0,1775560480,83.8928,24.5686,9928.86,False,269.66,133.38,-4.55,,10355.58,,False,0
800bfa,AIC2304 ,India,1775560684.0,1775560684,87.5395,23.643,10660.38,False,274.38,123.45,-0.33,,11079.48,0567,False,0
800be6,AIC5PB  ,India,1775560642.0,1775560642,77.1092,28.5415,327.66,False,82.1,283.78,-4.23,,243.84,,False,0
800be5,AIC5VH  ,India,1775560683.0,1775560684,72.99,19.0904,655.32,False,81.81,268.92,-4.23,,594.36,,False,0
3c5642,BOX542  ,Germany,1775560685.0,1775560685,82.0257,26.0146,11277.6,False,308.26,126.45,0.0,,11650.98,,False,0
800cb9,AIC4JP  ,India,1775560510.0,1775560547,76.7677,24.9742,10668.0,False,264.0,173.62,0.0,,11109.96,,False,0
800cba,AIC5MF  ,India,1775560684.0,1775560684,77.5575,28.6434,2049.78,False,104.13,248.25,-5.53,,2065.02,,False,0
800cc9,AXB1058 ,India,1775560684.0,1775560684,81.7045,25.4742,10972.8,False,193.28,330.5,0.0,,11430.0,,False,0
800cff,AIC2240 ,India,1775560684.0,1775560684,77.2046,27.9271,3619.5,False,144.56,0.2,-6.83,,3657.6,,False,0
800cfe,AIC2256 ,India,1775560681.0,1775560681,77.1347,28.5696,403.86,False,77.71,271.52,-3.9,,304.8,,False,0
80162c,AXB1562 ,India,1775560451.0,1775560502,86.0875,26.3675,11582.4,False,205.01,281.14,0.0,,11955.78,2605,False,0
80162a,IGO7407 ,India,1775560751.0,1775560751,77.5445,12.733,4267.2,False,122.11,176.86,0.0,,4404.36,,False,0
801640,AIC2356 ,India,1775560613.0,1775560644,85.069,25.3105,10972.8,False,191.82,291.89,0.0,,11338.56,6131,False,0
80162e,AIC5EY  ,India,1775560752.0,1775560752,77.4322,28.4334,2011.68,False,117.42,21.06,-5.85,,1988.82,,False,0
801647,IGO573V ,India,1775560752.0,1775560752,76.2495,31.5142,10668.0,False,230.58,143.44,0.0,,10873.74,,False,0
801653,GOA5206 ,India,1775560751.0,1775560752,73.5897,18.7341,3116.58,False,86.77,5.1,5.53,,3261.36,,False,0
801657,AIC4CM  ,India,1775560752.0,1775560752,90.3038,25.8013,6400.8,False,147.25,279.86,0.33,,6560.82,0547,False,0
80167d,AXB1354 ,India,1775560751.0,1775560751,86.8789,23.4946,10668.0,False,251.28,34.41,0.33,,11109.96,0222,False,0
801692,VTTOP   ,India,1775560618.0,1775560618,76.9472,8.4547,228.6,False,36.41,312.71,-1.95,,106.68,,False,0
80164b,IGO79MA ,India,1775560750.0,1775560750,75.2717,25.7449,11582.4,False,193.83,228.23,0.0,,12062.46,,False,0
80164e,AIC4AM  ,India,1775560751.0,1775560751,76.2495,27.2036,10652.76,False,225.07,205.16,5.53,,10988.04,,False,0
80164c,IGO5121 ,India,1775560752.0,1775560752,82.3096,26.3798,9144.0,False,215.48,286.79,-0.33,,9418.32,,False,0
801678,IGO6176 ,India,1775560749.0,1775560749,85.3594,20.637,6789.42,False,180.74,310.04,1.3,,7063.74,2627,False,0
80169c,IGO403  ,India,1775560752.0,1775560752,73.6972,18.6907,2133.6,False,127.91,291.72,5.53,,2164.08,,False,0
8014b0,IGO509  ,India,1775560469.0,1775560469,77.7605,13.1891,1097.28,False,74.08,270.4,-3.9,,1036.32,,False,0
8014ad,IGO572V ,India,1775560751.0,1775560751,87.1588,20.2172,10660.38,False,269.59,73.71,0.33,,11216.64,1000,False,0
8014e4,IGO624  ,India,1775560408.0,1775560447,76.7965,9.9565,9075.42,False,234.14,158.34,-9.75,,9547.86,,False,0
8014bb,IGO6548 ,India,1775560748.0,1775560749,75.1657,19.8594,7269.48,False,238.06,129.12,9.43,,7597.14,,False,0
8014bd,IGO6146 ,India,1775560751.0,1775560751,76.4121,28.2944,11871.96,False,234.71,27.69,0.65,,12237.72,,False,0
801609,VTPMO   ,India,1775560751.0,1775560751,85.8878,23.8905,4572.0,False,155.86,222.32,-0.33,,4671.06,0466,False,0
801768,IGO405K ,India,1775560752.0,1775560752,85.8286,22.765,9875.52,False,200.91,251.33,6.18,,10302.24,1461,False,0
80172d,IGO1722 ,India,1775560751.0,1775560751,92.7227,23.5896,10363.2,False,196.84,281.46,0.0,,10789.92,5157,False,0
801785,AKJ619  ,India,1775560752.0,1775560752,73.5156,19.2369,3177.54,False,124.12,240.99,-3.58,,3268.98,,False,0
80177f,VTVIK   ,India,1775560751.0,1775560751,73.8098,19.3885,4846.32,False,154.7,241.39,-4.55,,5044.44,,False,0
801792,IGO1052 ,India,1775560752.0,1775560752,73.2334,19.1767,1638.3,False,116.28,91.01,-2.6,,1638.3,,False,0
8015c1,AIC2242 ,India,1775560750.0,1775560750,72.9729,18.9206,3703.32,False,156.53,87.55,-2.6,,3832.86,,False,0
8015c5,AIC5YN  ,India,1775560751.0,1775560751,76.9994,28.4462,1836.42,False,130.46,192.06,7.8,,1783.08,,False,0
8015c6,IGO738  ,India,1775560752.0,1775560752,77.3952,12.3997,7010.4,False,182.95,22.31,0.0,,7368.54,,False,0
8015d7,VTSBS   ,India,1775560751.0,1775560751,76.9225,28.0883,1341.12,False,61.49,279.15,-0.33,,1295.4,,False,0
8015ad,IGO5324 ,India,1775560752.0,1775560752,74.1785,19.4026,6964.68,False,210.1,231.36,-12.68,,7292.34,,False,0
8015b8,IGO226Y ,India,1775560444.0,1775560444,76.9018,25.0731,9555.48,False,247.09,177.97,-4.88,,10226.04,,False,0
8015e4,IGO525  ,India,1775560751.0,1775560751,87.1377,22.231,10347.96,False,208.35,216.87,-0.33,,10843.26,3307,False,0
8015e2,IGO6523 ,India,1775560704.0,1775560704,72.6383,18.3881,5669.28,False,200.8,357.65,-13.66,,5928.36,,False,0
8015e7,IGO1128 ,India,1775560751.0,1775560751,75.7844,8.1323,11285.22,False,229.83,20.3,0.0,,11902.44,,False,0
8015da,IGO2589 ,India,1775560751.0,1775560751,88.1181,23.1244,5227.32,False,192.64,95.06,-7.48,,5379.72,0535,False,0
8015dd,SDG161  ,India,1775560752.0,1775560752,72.7475,19.0868,1371.6,False,127.67,267.92,11.38,,1310.64,,False,0
8015ef,AXB2746 ,India,1775560750.0,1775560751,86.2688,23.7173,11269.98,False,248.35,29.54,0.0,,11742.42,1420,False,0
702067,BBC389  ,Bangladesh,1775560752.0,1775560752,91.2801,22.9147,8968.74,False,236.94,324.72,-13.66,,9311.64,6121,False,0
801729,IGO6223 ,India,1775560739.0,1775560743,84.4298,24.2828,9486.9,False,235.73,45.53,-7.8,,9814.56,2720,False,0
80184b,IGO6774 ,India,1775560751.0,1775560751,77.9626,13.511,4145.28,False,189.36,71.47,13.98,,4290.06,,False,0
801861,IGO724F ,India,1775560708.0,1775560708,76.9146,24.7787,11285.22,False,255.89,177.7,0.0,,11772.9,,False,0
801862,IGO2167 ,India,1775560752.0,1775560752,73.5501,18.9716,2598.42,False,121.96,242.35,-5.85,,2659.38,,False,0
80058a,AIC5VU  ,India,1775560751.0,1775560751,79.7957,27.5903,8542.02,False,219.47,309.96,0.65,,8763.0,,False,0
702090,S2AGI   ,Bangladesh,1775560751.0,1775560751,90.2236,24.2861,0.0,False,58.08,327.3,0.0,,129.54,,False,0
800585,VUAVE   ,India,1775560751.0,1775560751,80.077,27.1209,11277.6,False,313.82,116.06,-0.33,,11620.5,,False,0
800589,AIC6AP  ,India,1775560751.0,1775560751,76.9074,28.3727,2423.16,False,167.74,211.84,11.38,,2400.3,,False,0
8960ec,UAE362  ,United Arab Emirates,1775560749.0,1775560751,91.8843,22.2866,12496.8,False,289.68,93.56,-0.33,,13091.16,6226,False,0
8003b1,AXB2608 ,India,1775560751.0,1775560751,77.1972,11.3204,7924.8,False,197.4,206.97,-0.33,,8321.04,,False,0
8016dd,IGO2285 ,India,1775560751.0,1775560751,75.6905,27.2441,7909.56,False,207.74,18.48,-5.2,,8138.16,,False,0
8016c5,IGO65LP ,India,1775560752.0,1775560752,75.6844,31.1407,11414.76,False,225.87,199.84,1.95,,11673.84,,False,0
896197,UAE372  ,United Arab Emirates,1775560540.0,1775560541,92.6227,20.003,12496.8,False,268.34,125.24,0.0,,13129.26,6211,False,0
80182a,,India,1775560544.0,1775560544,73.7162,21.2737,9745.98,False,219.26,232.92,-0.33,,10248.9,,False,0
801835,AKJ186P ,India,1775560749.0,1775560749,72.9316,19.2763,11277.6,False,227.39,0.52,0.0,,11894.82,,False,0
80182f,IGO149K ,India,1775560751.0,1775560751,76.9221,28.3831,3779.52,False,177.26,187.0,7.48,,3810.0,,False,0
80182d,IGO309  ,India,1775560751.0,1775560751,77.4849,13.5487,5067.3,False,178.05,339.89,11.05,,5280.66,,False,0
801849,SDG619  ,India,1775560749.0,1775560751,81.616,24.8091,10271.76,False,181.2,254.86,2.6,,10607.04,,False,0
801819,IGO626M ,India,1775560752.0,1775560752,78.4026,27.4063,10157.46,False,265.99,105.6,0.98,,10462.26,,False,0
801822,IGO52AR ,India,1775560752.0,1775560752,87.9967,22.7341,4549.14,False,201.46,323.31,13.66,,4678.68,2653,False,0
80180b,IGO910  ,India,1775560751.0,1775560751,88.5925,23.1269,2430.78,False,136.61,93.67,-2.93,,2446.02,0544,False,0
801831,AKJ1509 ,India,1775560751.0,1775560751,87.3684,20.5859,8839.2,False,191.57,261.2,-0.33,,9227.82,2705,False,0
47b12e,NBT192  ,Norway,1775560751.0,1775560751,88.6869,21.8393,9745.98,False,233.16,326.98,0.33,,10218.42,6143,False,0
8018b2,,India,1775560750.0,1775560751,80.9923,26.7574,1417.32,False,122.02,109.2,19.51,,1356.36,,False,0
7020a4,BBC467  ,Bangladesh,1775560751.0,1775560751,90.4154,23.7509,1828.8,False,102.19,237.75,13.66,,1813.56,,False,0
7020a5,,Bangladesh,1775560751.0,1775560751,92.0724,21.8164,3048.0,False,138.93,15.68,0.0,,3124.2,5533,False,0
7020a2,UBG539  ,Bangladesh,1775560751.0,1775560752,90.5315,23.8771,1943.1,False,81.49,45.51,6.18,,1927.86,,False,0
7020a3,UBG110  ,Bangladesh,1775560751.0,1775560751,90.9965,23.2094,4267.2,False,123.46,327.77,-0.65,,4366.26,5527,False,0
7020ab,UBG322  ,Bangladesh,1775560752.0,1775560752,86.7879,23.7374,11894.82,False,275.44,92.25,-1.3,,12397.74,3531,False,0
7020bc,AWA477  ,Bangladesh,1775560752.0,1775560752,89.9824,24.612,3649.98,False,130.09,343.93,0.33,,3703.32,5514,False,0
7020bd,UBG316  ,Bangladesh,1775560738.0,1775560743,93.337,20.5799,3649.98,False,228.91,318.64,0.0,,12207.24,2121,False,0
8017e4,IGO527E ,India,1775560733.0,1775560737,77.2496,25.3889,10355.58,False,201.69,359.12,0.33,,10774.68,,False,0
8017f2,IGO349  ,India,1775560750.0,1775560750,77.2286,28.5673,853.44,False,81.82,271.44,-0.98,,769.62,,False,0
8017f3,IGO719F ,India,1775560751.0,1775560751,77.3062,26.3823,10980.42,False,241.99,28.85,0.0,,11384.28,,False,0
884205,BKP277  ,Thailand,1775560468.0,1775560468,99.2755,9.8732,10287.0,False,233.8,200.75,-12.03,,11087.1,,False,0
781be6,CSC3923 ,China,1775560751.0,1775560751,89.7261,21.5535,10347.96,False,206.16,242.67,-0.33,,10828.02,1500,False,0
896371,ABY465  ,United Arab Emirates,1775560752.0,1775560752,75.3554,28.2167,6903.72,False,218.68,88.92,-4.23,,7056.12,,False,0
896316,UAE328  ,United Arab Emirates,1775560751.0,1775560752,89.1344,22.8259,11277.6,False,300.52,86.37,-0.33,,11780.52,6205,False,0
80073b,AIC313  ,India,1775560750.0,1775560751,77.7865,28.4976,3208.02,False,121.99,230.13,-4.23,,3230.88,5046,False,0
4bb152,THY6263 ,Turkey,1775560602.0,1775560602,74.8802,31.4878,9753.6,False,254.69,333.75,0.0,,9913.62,,False,0
8007b2,IGO5265 ,India,1775560752.0,1775560752,77.4632,25.6381,8663.94,False,187.0,245.97,6.18,,8953.5,,False,0
8007b0,IGO394  ,India,1775560749.0,1775560750,85.3948,23.3527,10972.8,False,190.06,287.16,0.0,,11460.48,2644,False,0
781cdf,HYT9068 ,China,1775560688.0,1775560706,93.8825,22.5335,11277.6,False,282.0,82.14,-0.33,,11803.38,3056,False,0
8007cd,IGO942  ,India,1775560751.0,1775560751,76.9746,25.4695,10668.0,False,252.76,182.1,0.0,,11094.72,,False,0
896488,ETD391  ,United Arab Emirates,1775560752.0,1775560752,78.0566,8.3344,8602.98,False,245.19,301.36,6.18,,9075.42,,False,0
896644,FDB1595 ,United Arab Emirates,1775560750.0,1775560750,75.4182,25.3759,10058.4,False,273.51,66.62,0.0,,10469.88,,False,0
89667b,UAE392  ,United Arab Emirates,1775560751.0,1775560751,97.9058,14.6317,12496.8,False,12.44,352.87,0.33,,11536.68,,False,0
06a30c,QTR8751 ,Qatar,1775560751.0,1775560751,76.4689,28.802,4800.6,False,193.28,299.5,11.05,,4861.56,,False,0
406d6f,BLX404  ,United Kingdom,1775560739.0,1775560747,87.333,18.7759,10195.56,False,232.82,315.54,3.9,,10744.2,0770,False,0
880c46,AIQ3021 ,Thailand,1775560751.0,1775560751,99.5045,11.9974,10972.8,False,228.04,163.49,0.0,,11673.84,,False,0
801402,IGO6384 ,India,1775560751.0,1775560751,76.9822,28.5978,1577.34,False,128.72,298.92,20.48,,1516.38,,False,0
801408,AIC5CT  ,India,1775560750.0,1775560750,77.1666,28.529,624.84,False,87.34,283.63,-4.23,,586.74,,False,0
801415,IGO97Y  ,India,1775560455.0,1775560455,76.9604,8.4429,320.04,False,56.32,309.07,-1.63,,213.36,,False,0
80142b,IGO74TY ,India,1775560751.0,1775560751,85.1766,22.2132,11590.02,False,195.47,282.46,-0.33,,12153.9,1466,False,0
801444,AXB1352 ,India,1775560751.0,1775560751,77.5848,28.7016,2148.84,False,107.05,252.09,-2.93,,2133.6,,False,0
801445,IGO255V ,India,1775560465.0,1775560465,77.8627,14.2144,6705.6,False,213.45,17.82,7.8,,7025.64,,False,0
801455,IGO12AJ ,India,1775560751.0,1775560752,80.4993,27.0605,11574.78,False,177.45,310.06,-0.33,,11940.54,,False,0
801458,IGO6101 ,India,1775560750.0,1775560751,88.3839,20.6624,8542.02,False,222.36,54.99,0.0,,8900.16,1470,False,0
80140a,IGO155J ,India,1775560752.0,1775560752,77.7269,13.9292,7673.34,False,190.64,9.95,13.33,,8061.96,,False,0
801421,IGO164P ,India,1775560513.0,1775560513,75.573,13.3109,11582.4,False,228.75,324.06,-0.33,,12222.48,,False,0
801424,AIC238  ,India,1775560751.0,1775560751,78.2697,28.1278,5097.78,False,171.73,285.29,-7.48,,5189.22,4756,False,0
80140e,AXB1259 ,India,1775560751.0,1775560752,87.9926,22.0775,8199.12,False,163.99,260.06,11.38,,8511.54,1346,False,0
801432,,India,1775560751.0,1775560751,84.3241,25.6642,9479.28,False,198.78,323.1,-10.08,,9845.04,,False,0
801431,IGO492P ,India,1775560751.0,1775560751,76.1711,30.734,11277.6,False,237.49,170.27,0.0,,11536.68,,False,0
801435,AXB1056 ,India,1775560750.0,1775560750,80.0438,27.4044,10965.18,False,183.31,309.99,0.33,,11292.84,,False,0
80141f,IGO5247 ,India,1775560752.0,1775560752,73.3856,19.0249,1737.36,False,101.35,261.83,-3.58,,1744.98,,False,0
80146f,IGO6134 ,India,1775560751.0,1775560751,88.1129,23.5449,8671.56,False,217.42,349.09,10.73,,8983.98,2625,False,0
801499,IGO256E ,India,1775560751.0,1775560751,89.3008,26.3833,10988.04,False,212.54,301.04,-0.65,,11315.7,2610,False,0
801492,IGO749  ,India,1775560751.0,1775560752,91.9699,25.5375,5791.2,False,147.4,172.38,0.0,,5943.6,,False,0
801462,IGO455M ,India,1775560752.0,1775560752,84.5648,24.202,11216.64,False,224.47,32.74,-9.43,,11681.46,2741,False,0
801460,IGO1070 ,India,1775560751.0,1775560751,77.3603,28.564,1432.56,False,91.09,271.62,-4.23,,1386.84,,False,0
80145e,IGO6552 ,India,1775560751.0,1775560751,91.9946,25.3797,4572.0,False,157.26,112.71,0.0,,4686.3,,False,0
80145b,IGO259  ,India,1775560744.0,1775560750,88.5579,22.5662,3154.68,False,132.21,7.15,-2.28,,3230.88,2006,False,0
80145c,IGO6102 ,India,1775560751.0,1775560751,91.2835,25.1004,11590.02,False,203.67,229.71,0.33,,12024.36,2602,False,0
80148e,IGO614  ,India,1775560588.0,1775560650,75.2477,25.413,10957.56,False,230.49,200.38,0.0,,11422.38,,False,0
80149d,IGO7141 ,India,1775560467.0,1775560467,76.5113,12.5625,3566.16,False,102.71,317.84,7.48,,3642.36,,False,0
80149e,IGO542M ,India,1775560752.0,1775560752,75.6806,13.6687,11285.22,False,239.34,152.06,0.33,,11917.68,,False,0
801532,IGO124F ,India,1775560640.0,1775560640,77.9903,13.492,2918.46,False,147.05,195.84,-3.9,,3002.28,,False,0
801509,AKJ1141 ,India,1775560529.0,1775560529,91.4449,25.6724,3131.82,False,114.73,291.85,0.0,,3406.14,,False,0
801562,IGO605F ,India,1775560752.0,1775560752,77.9957,27.9209,9433.56,False,243.44,119.22,6.18,,9700.26,,False,0
801569,IGO323  ,India,1775560565.0,1775560595,86.1068,18.5182,10675.62,False,228.0,192.91,-0.33,,12207.24,1302,False,0
80155a,IGO734  ,India,1775560752.0,1775560752,76.8522,27.9402,7711.44,False,204.61,185.34,6.18,,7901.94,,False,0
801571,IGO7309 ,India,1775560751.0,1775560751,89.8928,23.0669,4876.8,False,116.83,252.84,0.0,,4998.72,2615,False,0
80152e,IGO328C ,India,1775560752.0,1775560752,76.8447,25.583,11277.6,False,247.11,175.7,0.0,,11734.8,,False,0
801547,AKJ471W ,India,1775560653.0,1775560653,77.3937,14.0021,6141.72,False,203.84,333.63,7.15,,6332.22,,False,0
801554,IGO103Y ,India,1775560751.0,1775560752,77.9092,12.7131,10363.2,False,234.67,337.03,0.0,,10957.56,,False,0
80158b,AIC4AS  ,India,1775560751.0,1775560751,74.6401,26.2394,9448.8,False,244.35,32.18,0.33,,9799.32,,False,0
801596,IGO6455 ,India,1775560751.0,1775560751,77.3752,27.3443,6949.44,False,183.93,304.4,-15.28,,7132.32,,False,0
801590,AXB1081 ,India,1775560751.0,1775560751,83.1996,26.1344,10660.38,False,274.67,107.21,-0.33,,11003.28,,False,0
8013c3,AIC357  ,India,1775560648.0,1775560748,84.8363,25.4401,12184.38,False,218.58,291.25,-0.33,,12626.34,1031,False,0
8013d5,IGO2557 ,India,1775560443.0,1775560443,75.2601,25.3102,10347.96,False,230.24,202.32,0.0,,10789.92,,False,0
8013ce,IGO5033 ,India,1775560750.0,1775560751,76.5679,27.8914,4267.2,False,170.47,211.68,0.0,,4328.16,,False,0
8013a4,AIC6HJ  ,India,1775560751.0,1775560751,87.3881,23.1346,8442.96,False,217.18,337.14,7.8,,8763.0,2635,False,0
8013fb,IGO5932 ,India,1775560751.0,1775560751,74.3968,27.8384,11574.78,False,212.94,202.29,0.0,,11978.64,,False,0
8013fc,IGO212MD,India,1775560751.0,1775560752,85.2747,22.0958,9136.38,False,169.08,303.84,0.0,,9517.38,1275,False,0
8013e3,IGO7517 ,India,1775560643.0,1775560643,76.041,27.1935,2286.0,False,125.52,169.61,0.0,,2247.9,,False,0
8013f6,IGO202  ,India,1775560750.0,1775560750,74.4175,18.7638,5105.4,False,152.21,249.42,-14.31,,5387.34,,False,0
88044f,AIQ5420 ,Thailand,1775560751.0,1775560751,99.7608,12.3641,11582.4,False,232.01,180.0,0.0,,12352.02,,False,0
800db0,AIC4EP  ,India,1775560736.0,1775560736,77.8581,30.1312,1752.6,False,85.16,28.11,-1.3,,1722.12,,False,0
800db2,IGO7426 ,India,1775560752.0,1775560752,77.1562,28.569,502.92,False,65.87,271.34,-3.58,,449.58,,False,0
710411,SVA885  ,Saudi Arabia,1775560751.0,1775560751,89.9064,23.038,10965.18,False,207.72,260.3,0.0,,11430.0,3103,False,0
800fd1,IGO7712 ,India,1775560693.0,1775560727,77.9853,12.5812,4564.38,False,133.11,6.66,-0.65,,4709.16,,False,0
151dc6,AFL255  ,Russian Federation,1775560751.0,1775560751,77.2237,27.7025,10363.2,False,209.53,315.4,0.0,,10675.62,,False,0
7821a0,CSS155  ,China,1775560751.0,1775560751,84.0143,25.904,9685.02,False,217.04,287.66,6.83,,9959.34,,False,0
151d78,AZV2902 ,Russian Federation,1775560752.0,1775560752,75.6626,29.8799,9753.6,False,231.51,334.74,0.0,,9913.62,,False,0
7105ae,SVA840  ,Saudi Arabia,1775560752.0,1775560752,70.6586,18.9455,10668.0,False,276.78,116.14,0.0,,11269.98,,False,0
151d46,AZV2502 ,Russian Federation,1775560751.0,1775560751,84.8578,24.0432,10355.58,False,202.95,308.21,0.0,,10713.72,5541,False,0
151d4a,AZV2904 ,Russian Federation,1775560410.0,1775560501,84.2764,20.9402,10363.2,False,215.35,323.16,4.88,,10805.16,0765,False,0
70c109,OMA318  ,Oman,1775560628.0,1775560628,85.5508,24.87,10972.8,False,199.39,275.18,0.0,,11369.04,4751,False,0
70c124,OMA850  ,Oman,1775560751.0,1775560751,77.7677,8.805,11582.4,False,252.89,299.22,-0.33,,12222.48,,False,0
77044c,ALK185  ,Sri Lanka,1775560751.0,1775560751,77.1962,26.519,10363.2,False,204.44,357.4,0.0,,10721.34,,False,0
88084c,AIQ3227 ,Thailand,1775560752.0,1775560752,99.7961,12.71,9685.02,False,234.18,195.81,7.48,,10302.24,,False,0
880858,AIQ3018 ,Thailand,1775560751.0,1775560751,99.7888,11.1709,11277.6,False,220.91,43.21,0.0,,11993.88,,False,0
70c0df,OMA246  ,Oman,1775560751.0,1775560751,75.5851,26.156,10972.8,False,226.42,205.58,0.0,,11391.9,,False,0
484345,BFY560R ,Kingdom of the Netherlands,1775560751.0,1775560751,88.2064,20.8715,12496.8,False,270.8,63.97,-0.33,,13075.92,7475,False,0
86ebfa,ANA837  ,Japan,1775560751.0,1775560751,77.2931,28.5018,1272.54,False,98.45,283.6,-5.85,,1219.2,5675,False,0
507c71,QNT2232 ,Uzbekistan,1775560751.0,1775560751,77.6041,29.8444,10363.2,False,218.99,315.19,0.0,,10607.04,,False,0
76cda3,SIA338  ,Singapore,1775560751.0,1775560751,78.6308,28.6387,10972.8,False,221.85,322.25,0.0,,11361.42,0146,False,0
780dba,CES9617 ,China,1775560745.0,1775560745,92.5691,23.6192,11582.4,False,185.55,283.3,0.0,,12070.08,3520,False,0
8966be,ETD215  ,United Arab Emirates,1775560751.0,1775560751,75.9732,28.5856,7589.52,False,203.73,269.57,9.75,,7734.3,,False,0
8966bd,ETD237  ,United Arab Emirates,1775560751.0,1775560751,75.6376,14.0456,9852.66,False,232.9,291.92,3.9,,10370.82,,False,0
0101e0,MSR977  ,Egypt,1775560750.0,1775560750,75.327,14.1942,10660.38,False,263.06,118.12,0.0,,11277.6,,False,0
800b14,IGO6390 ,India,1775560751.0,1775560751,77.2254,26.4698,8107.68,False,237.17,359.38,-8.13,,8382.0,,False,0
800b31,VTTSL   ,India,1775560752.0,1775560752,87.1481,22.6661,1691.64,False,68.84,80.54,0.0,,1668.78,1450,False,0
3c5829,IFA1115 ,Germany,1775560751.0,1775560751,77.2891,29.5634,10668.0,False,270.41,124.54,-0.33,,10919.46,,False,0
881426,AIQ3027 ,Thailand,1775560731.0,1775560732,99.4723,10.376,10988.04,False,235.07,194.19,0.0,,11689.08,,False,0
800c01,IGO6344 ,India,1775560707.0,1775560746,88.4389,22.62,601.98,False,97.55,206.97,5.85,,419.1,1467,False,0
800c07,AIC6JS  ,India,1775560678.0,1775560683,77.7618,13.1891,1112.52,False,73.57,270.0,-2.93,,1043.94,,False,0
800c3e,AIC186  ,India,1775560751.0,1775560751,81.3885,26.6286,11582.4,False,197.3,286.36,0.0,,11955.78,0250,False,0
800c0c,AIC5WG  ,India,1775560750.0,1775560751,80.3697,27.5963,9151.62,False,219.02,310.24,0.33,,9387.84,,False,0
