icao24,callsign,origin_country,time_position,last_contact,lon,lat,alt,on_ground,velocity,heading,vertical_rate,sensors,alt.1,squawk,spi,position_source
76cee2,SIA26   ,Singapore,1775071735.0,1775071744,86.5543,19.5299,9144.0,False,245.18,315.34,0.0,,9639.3,145.0,False,0
76ceeb,SIA25   ,Singapore,1775071754.0,1775071754,87.6109,18.2828,10668.0,False,267.67,132.27,0.0,,11262.36,7660.0,False,0
76ceed,SIA336  ,Singapore,1775074021.0,1775074023,87.0362,19.0645,9144.0,False,243.37,315.6,0.0,,9624.06,137.0,False,0
76ceed,SIA336  ,Singapore,1775074078.0,1775074078,86.9444,19.1531,9144.0,False,243.0,314.83,0.0,,9616.44,137.0,False,0
77044c,ALK191  ,Sri Lanka,1775074019.0,1775074019,79.5944,12.7002,10972.8,False,239.78,349.99,0.0,,11567.16,,False,0
77044c,ALK191  ,Sri Lanka,1775074080.0,1775074080,79.5712,12.8295,10972.8,False,239.78,349.99,0.0,,11567.16,,False,0
770454,ALK173  ,Sri Lanka,1775073991.0,1775073991,78.8706,10.3549,10972.8,False,242.37,338.72,0.0,,11574.78,,False,0
770454,ALK173  ,Sri Lanka,1775074077.0,1775074079,78.8009,10.5318,10972.8,False,246.95,338.62,0.98,,11574.78,,False,0
7705c3,ALK141  ,Sri Lanka,1775071515.0,1775071520,75.4131,13.5173,10980.42,False,234.73,324.18,0.0,,11574.78,,False,0
7705c3,ALK141  ,Sri Lanka,1775074025.0,1775074025,73.3064,18.2926,6621.78,False,215.26,339.14,-6.83,,6911.34,,False,0
7705c3,ALK141  ,Sri Lanka,1775074080.0,1775074080,73.2699,18.3858,6355.08,False,193.22,339.59,-5.2,,6637.02,,False,0
77181f,EXV911  ,Sri Lanka,1775071754.0,1775071754,89.5848,23.3406,6492.24,False,236.31,57.17,-6.83,,6804.66,7364.0,False,0
78021a,CPA3244 ,China,1775071749.0,1775071749,94.2469,23.374,12489.18,False,286.72,96.28,0.0,,13022.58,532.0,False,0
780a13,HKC9458 ,China,1775071754.0,1775071754,81.8456,26.5063,11887.2,False,274.9,106.64,0.0,,12397.74,,False,0
780a13,HKC9458 ,China,1775074026.0,1775074026,87.9284,24.7258,11887.2,False,284.15,114.15,0.0,,12443.46,565.0,False,0
780a13,HKC9458 ,China,1775074080.0,1775074080,88.0661,24.6691,11887.2,False,282.7,114.51,0.33,,12443.46,565.0,False,0
780a1c,CPA037  ,China,1775071754.0,1775071754,87.5326,24.8918,10363.2,False,209.77,294.18,0.33,,10820.4,5164.0,False,0
780a1c,CPA037  ,China,1775074024.0,1775074024,82.97,26.4345,10363.2,False,223.87,293.86,0.0,,10797.54,5164.0,False,0
780a2b,CPA698  ,China,1775071754.0,1775071754,92.706,23.5928,10668.0,False,292.89,100.93,0.0,,11163.3,543.0,False,0
780a66,CPA663  ,China,1775071753.0,1775071754,75.6992,19.8837,10363.2,False,216.48,255.83,0.0,,10881.36,,False,0
780a70,CPA040  ,China,1775074026.0,1775074026,83.7428,22.9854,11277.6,False,293.8,71.63,0.0,,11803.38,324.0,False,0
780a70,CPA040  ,China,1775074077.0,1775074078,83.8809,23.028,11277.6,False,293.8,71.63,0.0,,11803.38,324.0,False,0
780a7b,HKC9376 ,China,1775074063.0,1775074079,97.9065,14.6316,11887.2,False,243.41,65.93,0.0,,10927.08,,False,0
780a82,CPA640  ,China,1775071622.0,1775071622,96.5171,23.3405,11277.6,False,281.99,88.64,0.0,,11841.48,2502.0,False,0
780aac,CPA679  ,China,1775071754.0,1775071754,77.4198,28.7692,4716.78,False,155.99,296.23,-1.95,,4869.18,5323.0,False,0
780bab,CES9656 ,China,1775071754.0,1775071754,87.8918,21.4564,10668.0,False,261.23,46.12,0.0,,11209.02,7411.0,False,0
780bab,CES9656 ,China,1775074000.0,1775074002,93.1051,22.4516,11277.6,False,272.01,78.99,0.0,,11841.48,7411.0,False,0
780db1,CSN6038 ,China,1775071690.0,1775071693,93.8473,23.4135,11887.2,False,279.91,96.12,-0.33,,12428.22,4515.0,False,0
781230,CES2052 ,China,1775071733.0,1775071740,70.2115,18.5739,11277.6,False,276.56,78.08,0.0,,11818.62,,False,0
781230,CES2052 ,China,1775073975.0,1775073975,75.7768,20.362,11277.6,False,274.13,72.08,0.0,,11826.24,,False,0
7814b7,CSN3068 ,China,1775071740.0,1775071740,94.7589,23.3214,10660.38,False,281.61,96.4,0.33,,11178.54,2506.0,False,0
781915,CSN6044 ,China,1775071754.0,1775071754,84.2935,22.3999,11887.2,False,289.13,86.53,0.0,,12451.08,1347.0,False,0
781915,CSN6044 ,China,1775074026.0,1775074026,90.638,22.3999,12496.8,False,291.99,97.29,0.0,,13083.54,1347.0,False,0
781915,CSN6044 ,China,1775074079.0,1775074079,90.789,22.3817,12489.18,False,290.97,97.31,0.0,,13075.92,1347.0,False,0
781df2,HYT9130 ,China,1775074025.0,1775074025,85.2024,18.3254,11277.6,False,259.69,40.82,0.0,,11871.96,616.0,False,0
781df2,HYT9130 ,China,1775074078.0,1775074078,85.2873,18.4191,11277.6,False,260.03,40.91,0.0,,11871.96,616.0,False,0
7821a0,CSS161  ,China,1775073779.0,1775073784,94.5115,23.4037,9144.0,False,214.31,273.03,0.0,,9563.1,6003.0,False,0
7822db,CCA426  ,China,1775071754.0,1775071754,91.6243,22.2811,10668.0,False,273.1,96.92,0.0,,11193.78,7373.0,False,0
7c806e,QFA33   ,Australia,1775074026.0,1775074026,74.5101,26.3965,11574.78,False,221.91,298.53,0.33,,11986.26,,False,0
7c806e,QFA33   ,Australia,1775074079.0,1775074079,74.4079,26.4463,11582.4,False,223.27,298.34,-0.33,,11993.88,,False,0
8003f2,AXB2739 ,India,1775074079.0,1775074079,73.7829,18.5816,2026.92,False,121.13,225.17,19.51,,2042.16,,False,0
800446,BDA304  ,India,1775071732.0,1775071732,77.8493,13.4129,3253.74,False,157.05,5.26,5.85,,3246.12,,False,0
8004fb,BDA201  ,India,1775071651.0,1775071651,77.083,28.547,251.46,False,71.99,103.64,-3.58,,198.12,2634.0,False,0
80052d,AIC2NA  ,India,1775074025.0,1775074025,77.6845,13.9647,11285.22,False,220.2,179.2,0.0,,11887.2,,False,0
80052d,AIC2NA  ,India,1775074079.0,1775074079,77.686,13.8591,11285.22,False,218.15,179.19,-0.33,,11887.2,,False,0
800737,AIC312  ,India,1775071754.0,1775071754,78.8098,27.6605,8724.9,False,260.72,115.35,7.15,,9067.8,,False,0
800737,AIC312  ,India,1775073996.0,1775074012,84.7873,25.7128,11887.2,False,296.89,108.59,-0.33,,12352.02,541.0,False,0
800740,AIC309  ,India,1775074025.0,1775074026,85.7044,20.1985,12192.0,False,236.13,311.64,0.0,,12801.6,1313.0,False,0
800740,AIC309  ,India,1775074078.0,1775074078,85.6152,20.2733,12192.0,False,236.13,311.64,-0.33,,12793.98,1313.0,False,0
8007ce,IGO264  ,India,1775071754.0,1775071754,88.2602,21.8714,6057.9,False,194.1,31.12,-8.78,,6370.32,1000.0,False,0
800b05,BDA154  ,India,1775074025.0,1775074025,73.1888,19.0923,1546.86,False,100.57,265.89,-3.58,,1539.24,,False,0
800b05,BDA154  ,India,1775074079.0,1775074079,73.1373,19.0922,1356.36,False,100.85,271.17,-4.23,,1348.74,,False,0
800b82,SEJ759  ,India,1775071754.0,1775071754,86.8118,23.8054,8892.54,False,253.16,93.85,-5.2,,9349.74,562.0,False,0
800c48,AIC2387 ,India,1775071753.0,1775071754,78.9147,25.8788,10972.8,False,211.35,318.35,0.0,,11407.14,,False,0
800c48,AIC2387 ,India,1775074025.0,1775074025,76.7741,28.5683,1493.52,False,103.69,75.34,-2.93,,1501.14,,False,0
800c48,AIC2387 ,India,1775074079.0,1775074079,76.8284,28.5811,1318.26,False,102.83,74.92,-3.58,,1303.02,,False,0
800c4a,AIC2303 ,India,1775071754.0,1775071754,78.4258,28.3343,8046.72,False,198.1,296.03,-5.2,,8366.76,6100.0,False,0
800cc8,AIC2336 ,India,1775071754.0,1775071754,77.7705,28.1404,5791.2,False,216.51,115.77,9.75,,6027.42,,False,0
800cc8,AIC2336 ,India,1775074025.0,1775074025,82.7519,25.4848,10668.0,False,263.2,125.21,0.33,,11140.44,,False,0
800cc8,AIC2336 ,India,1775074080.0,1775074080,82.8682,25.41,10668.0,False,262.06,125.25,0.0,,11140.44,573.0,False,0
800cee,IGO793Y ,India,1775071755.0,1775071755,73.195,19.1884,1988.82,False,109.03,139.02,-4.55,,2034.54,,False,0
800d13,SEJ555  ,India,1775073911.0,1775073912,77.6075,13.2078,1333.5,False,75.12,90.78,-3.9,,1303.02,,False,0
800d1b,SEJ152  ,India,1775071748.0,1775071748,76.8874,25.4055,11277.6,False,216.24,177.68,0.0,,11727.18,,False,0
800d2c,IGO595C ,India,1775071754.0,1775071754,75.9271,19.793,9761.22,False,211.85,233.49,0.0,,10256.52,,False,0
800d40,AIC2377 ,India,1775071754.0,1775071754,79.4265,27.8297,10363.2,False,205.32,303.45,0.0,,10751.82,766.0,False,0
800d7a,SEJ269  ,India,1775071754.0,1775071754,73.9481,18.1636,7627.62,False,228.01,303.87,-4.88,,8107.68,,False,0
800d9a,VTSHG   ,India,1775071754.0,1775071754,87.1464,23.6377,7429.5,False,218.75,122.91,-4.88,,7764.78,241.0,False,0
80139e,AIC6CH  ,India,1775071754.0,1775071754,73.1663,18.9183,2506.98,False,125.87,45.33,-1.95,,2567.94,,False,0
8013d6,AIC2380 ,India,1775071754.0,1775071754,85.8831,22.5547,9441.18,False,245.99,158.53,-0.33,,9906.0,561.0,False,0
8013d6,AIC2380 ,India,1775074026.0,1775074026,89.3725,18.5212,9448.8,False,251.37,134.59,0.33,,9966.96,561.0,False,0
8013d6,AIC2380 ,India,1775074076.0,1775074078,89.4572,18.4417,9448.8,False,251.01,134.5,-0.33,,9966.96,561.0,False,0
8013fb,IGO6121 ,India,1775074025.0,1775074025,77.463,13.2095,2118.36,False,100.54,116.43,-9.75,,2156.46,,False,0
8013fb,IGO6121 ,India,1775074079.0,1775074080,77.5108,13.2086,1828.8,False,91.58,90.64,-1.95,,1821.18,,False,0
8013fe,AIC5SQ  ,India,1775074025.0,1775074025,73.8041,18.6792,3048.0,False,145.81,107.03,0.0,,3139.44,,False,0
8013fe,AIC5SQ  ,India,1775074079.0,1775074079,73.8772,18.6783,3048.0,False,132.78,88.45,0.0,,3139.44,,False,0
801403,AXB1258 ,India,1775074025.0,1775074025,74.1456,18.793,4724.4,False,194.68,64.65,16.26,,4899.66,,False,0
801403,AXB1258 ,India,1775074079.0,1775074079,74.2367,18.8341,5280.66,False,203.66,64.73,12.35,,5509.26,,False,0
80140b,IGO2409 ,India,1775071754.0,1775071754,76.8028,28.5717,822.96,False,100.77,63.96,-0.33,,784.86,,False,0
80141d,AIC5KB  ,India,1775071754.0,1775071754,76.2045,19.7462,10972.8,False,206.48,265.28,0.0,,11529.06,,False,0
80141d,AIC5KB  ,India,1775074024.0,1775074025,72.9168,19.0894,259.08,False,63.28,269.53,-2.93,,175.26,,False,0
80141d,AIC5KB  ,India,1775074076.0,1775074076,72.8856,19.089,99.06,False,64.31,269.54,-3.25,,22.86,,False,0
801427,IGO276P ,India,1775074024.0,1775074024,77.4709,25.7886,9753.6,False,253.0,356.74,0.0,,10180.32,,False,0
801427,IGO276P ,India,1775074079.0,1775074079,77.4622,25.912,9753.6,False,250.23,355.64,0.0,,10180.32,,False,0
801431,IGO1171 ,India,1775074077.0,1775074077,80.2671,12.1443,7101.84,False,215.83,184.92,7.8,,7437.12,,False,0
801439,AIC6DF  ,India,1775071753.0,1775071754,77.2475,26.118,11490.96,False,249.52,0.71,-2.28,,11955.78,,False,0
80145a,AIC5DS  ,India,1775073964.0,1775073964,72.8549,20.0231,8008.62,False,239.86,6.77,5.85,,6797.04,,False,0
8014bb,IGO58AY ,India,1775071754.0,1775071755,76.9243,28.5808,822.96,False,88.34,103.47,0.0,,784.86,,False,0
8014bd,IGO6156 ,India,1775071754.0,1775071754,73.1643,19.0873,1706.88,False,119.41,296.34,-5.53,,1714.5,,False,0
8014ce,IGO271J ,India,1775074025.0,1775074025,73.5616,19.2395,3604.26,False,138.43,210.85,-3.25,,3726.18,,False,0
8014ce,IGO271J ,India,1775074079.0,1775074079,73.527,19.1853,3406.14,False,122.55,211.09,-6.18,,3520.44,,False,0
8014d8,IGO916  ,India,1775073983.0,1775073983,77.5648,15.0731,11574.78,False,222.04,307.37,0.0,,12192.0,,False,0
8014dd,AIC314  ,India,1775071754.0,1775071755,91.2851,23.8806,10066.02,False,281.51,102.13,0.0,,10538.46,564.0,False,0
8014dd,AIC314  ,India,1775073755.0,1775073763,96.6808,23.4394,10058.4,False,274.28,91.4,0.0,,10568.94,564.0,False,0
8014ed,AIC6AK  ,India,1775071754.0,1775071754,77.1624,13.8653,6781.8,False,197.92,156.57,-12.68,,7124.7,,False,0
8014fa,IGO077  ,India,1775074025.0,1775074025,76.1433,14.197,9509.76,False,230.35,308.38,8.45,,10020.3,,False,0
8014fa,IGO077  ,India,1775074080.0,1775074080,76.0537,14.2668,9829.8,False,227.29,308.66,5.85,,10347.96,,False,0
8014fd,AKJ1135 ,India,1775071752.0,1775071753,74.1978,19.796,8382.0,False,237.05,69.28,5.85,,8785.86,,False,0
801508,AKJ861Y ,India,1775074026.0,1775074026,77.6674,13.3226,4061.46,False,151.76,278.19,-13.33,,4221.48,,False,0
801508,AKJ861Y ,India,1775074079.0,1775074080,77.597,13.3315,3634.74,False,134.76,277.02,-6.5,,3756.66,,False,0
801526,AKJ424Q ,India,1775074025.0,1775074025,73.2472,18.9528,2202.18,False,110.73,2.66,-6.83,,2247.9,,False,0
801526,AKJ424Q ,India,1775074079.0,1775074079,73.2498,19.0064,1889.76,False,109.72,2.96,-5.53,,1912.62,,False,0
80152d,IGO1605 ,India,1775073992.0,1775073992,79.8566,12.7811,9144.0,False,254.12,109.02,2.28,,9631.68,,False,0
80152d,IGO1605 ,India,1775074079.0,1775074079,80.0483,12.7161,9502.14,False,253.15,109.1,7.8,,10012.68,,False,0
801552,AIC2383 ,India,1775074025.0,1775074025,78.5875,26.42,9304.02,False,235.94,322.53,-1.95,,9692.64,,False,0
801552,AIC2383 ,India,1775074079.0,1775074079,78.5096,26.5112,9166.86,False,235.44,322.28,-2.6,,9547.86,,False,0
80155f,AIC2361 ,India,1775070872.0,1775071754,96.8766,17.7729,10363.2,False,13.36,15.64,0.0,,9403.08,,False,0
80155f,AIC2361 ,India,1775074025.0,1775074025,91.3191,20.8551,10370.82,False,209.47,304.39,0.0,,10919.46,2763.0,False,0
80155f,AIC2361 ,India,1775074078.0,1775074078,91.2321,20.9108,10370.82,False,208.04,304.32,0.0,,10919.46,2763.0,False,0
80156e,BDA803  ,India,1775074025.0,1775074025,77.8835,13.7642,5402.58,False,187.56,222.22,-10.4,,5631.18,,False,0
80156e,BDA803  ,India,1775074076.0,1775074079,77.8255,13.7023,4884.42,False,178.37,222.9,-10.73,,5082.54,,False,0
80158c,AIC4026 ,India,1775071520.0,1775071521,77.0731,28.5491,266.7,False,73.62,103.74,-4.23,,198.12,,False,0
801595,AXB2762 ,India,1775071754.0,1775071754,72.8725,17.3059,10668.0,False,246.46,1.08,0.33,,11216.64,,False,0
80159c,AIC5RP  ,India,1775071754.0,1775071754,73.1877,19.6278,9677.4,False,247.69,348.62,4.55,,10149.84,,False,0
8015a4,IGO46E  ,India,1775071753.0,1775071753,72.3376,16.573,10965.18,False,221.07,302.36,0.0,,11544.3,,False,0
8015a4,IGO46E  ,India,1775073753.0,1775073753,68.7918,18.6504,10972.8,False,220.48,298.12,0.0,,11490.96,,False,0
8015d3,IGO342H ,India,1775071754.0,1775071754,73.9434,18.2577,6042.66,False,194.27,174.68,14.63,,6309.36,,False,0
8015e3,IGO1057 ,India,1775071754.0,1775071754,95.6073,16.3947,11269.98,False,239.97,117.17,0.0,,11940.54,,False,0
801612,AIC105  ,India,1775071751.0,1775071752,75.5381,26.2241,10607.04,False,223.7,220.43,1.63,,11003.28,,False,0
80161a,IGO746  ,India,1775073906.0,1775073989,75.4334,19.3215,8823.96,False,201.43,241.47,-10.73,,9212.58,,False,0
80161a,IGO746  ,India,1775074079.0,1775074079,75.1597,19.1502,7010.4,False,190.65,223.91,-9.43,,7338.06,,False,0
801623,AXB2069 ,India,1775073715.0,1775073806,77.5475,13.2083,1653.54,False,72.02,90.41,-3.25,,1615.44,,False,0
801632,AKJ1985 ,India,1775071754.0,1775071754,77.4214,13.2589,2202.18,False,130.12,158.91,-6.83,,2232.66,,False,0
80164f,AIC4FB  ,India,1775071752.0,1775071752,85.2591,24.2174,9144.0,False,212.74,300.04,0.0,,9563.1,2645.0,False,0
80164f,AIC4FB  ,India,1775074025.0,1775074025,81.234,26.5653,9151.62,False,220.91,302.54,0.33,,9532.62,2645.0,False,0
80164f,AIC4FB  ,India,1775074079.0,1775074079,81.1337,26.6226,9159.24,False,220.64,302.43,0.0,,9540.24,2645.0,False,0
801659,AIC161  ,India,1775074010.0,1775074010,75.0991,25.8808,10972.8,False,218.02,221.17,0.0,,11369.04,,False,0
801659,AIC161  ,India,1775074079.0,1775074079,75.001,25.779,10972.8,False,219.47,221.2,0.0,,11376.66,,False,0
80165a,AIC4KB  ,India,1775074025.0,1775074025,77.2667,26.6908,10393.68,False,241.79,0.0,-7.48,,10805.16,,False,0
80165a,AIC4KB  ,India,1775074076.0,1775074079,77.2668,26.8016,9989.82,False,240.25,0.0,-7.48,,10378.44,,False,0
801662,IGO207W ,India,1775071753.0,1775071753,76.7591,28.4917,1249.68,False,110.05,284.62,-3.58,,1242.06,,False,0
801665,AIC162  ,India,1775074026.0,1775074026,76.621,28.6404,1623.06,False,109.19,79.96,-5.85,,1630.68,,False,0
801665,AIC162  ,India,1775074079.0,1775074080,76.6795,28.6327,1333.5,False,106.81,103.37,-5.53,,1318.26,,False,0
801669,IGO6436 ,India,1775071754.0,1775071754,77.3558,27.3677,4312.92,False,193.85,352.99,-4.88,,4465.32,,False,0
801672,AIC5QZ  ,India,1775074025.0,1775074025,76.7197,25.2933,10660.38,False,213.65,182.21,-0.65,,11109.96,,False,0
801672,AIC5QZ  ,India,1775074078.0,1775074079,76.7149,25.1928,10660.38,False,215.26,182.6,0.33,,11102.34,,False,0
801674,,India,1775071753.0,1775071753,74.8292,25.7305,11285.22,False,257.1,23.59,0.0,,11727.18,,False,0
801674,AIC4EU  ,India,1775074025.0,1775074025,77.0755,28.5485,259.08,False,64.51,103.37,-2.6,,198.12,,False,0
801674,AIC4EU  ,India,1775074029.0,1775074034,77.0781,28.548,251.46,False,61.01,104.15,0.0,,182.88,,False,0
801681,AXB1121 ,India,1775071754.0,1775071754,87.2438,26.1642,9753.6,False,200.04,276.94,0.33,,10142.22,470.0,False,0
801686,AXB712  ,India,1775071711.0,1775071711,72.585,16.4945,10058.4,False,242.01,129.31,0.33,,10576.56,,False,0
801697,AXB2681 ,India,1775074026.0,1775074026,77.3579,13.2459,2042.16,False,105.72,171.04,-0.98,,2057.4,,False,0
801697,AXB2681 ,India,1775074080.0,1775074080,77.3955,13.2139,1958.34,False,101.93,117.34,-0.98,,1965.96,,False,0
80169d,IGO154E ,India,1775071754.0,1775071754,77.2181,26.0691,9753.6,False,240.9,358.04,-0.98,,10165.08,,False,0
8016af,AXB2660 ,India,1775071752.0,1775071754,74.0573,17.8333,7383.78,False,203.88,157.45,9.43,,7734.3,,False,0
8016af,AXB2660 ,India,1775074076.0,1775074076,77.5845,14.6496,12496.8,False,234.6,121.46,-0.33,,13121.64,,False,0
8016b6,VTJSJ   ,India,1775071753.0,1775071753,75.0803,20.1,12085.32,False,287.58,69.04,8.45,,12618.72,,False,0
8016ba,IGO1612 ,India,1775071754.0,1775071754,77.8227,26.9132,8671.56,False,218.52,324.78,-5.2,,9022.08,,False,0
8016d2,IGO651H ,India,1775074026.0,1775074026,77.4877,13.3718,3832.86,False,120.47,229.85,-6.18,,3962.4,,False,0
8016d2,IGO651H ,India,1775074080.0,1775074080,77.441,13.3329,3329.94,False,124.62,230.53,-8.45,,3436.62,,False,0
8016d3,IGO119  ,India,1775071751.0,1775071751,73.8007,18.5956,2209.8,False,116.88,306.77,12.03,,2255.52,,False,0
8016de,IGO337  ,India,1775074079.0,1775074079,75.8703,17.9543,10972.8,False,213.77,288.96,0.0,,11559.54,,False,0
80171b,IGO527Y ,India,1775074025.0,1775074025,75.5712,27.3057,8724.9,False,252.7,25.05,-4.23,,9060.18,,False,0
80171b,IGO527Y ,India,1775074079.0,1775074079,75.631,27.419,8366.76,False,258.42,25.34,-8.78,,8694.42,,False,0
801736,IGO6921 ,India,1775074025.0,1775074025,87.0203,22.9601,6286.5,False,227.58,94.54,-9.43,,6583.68,301.0,False,0
801736,IGO6921 ,India,1775074078.0,1775074078,87.1349,22.9521,5791.2,False,218.23,94.33,-9.1,,6065.52,301.0,False,0
801741,IGO6261 ,India,1775071754.0,1775071754,75.3328,26.1871,9144.0,False,217.64,214.89,0.0,,9532.62,,False,0
801742,IGO5293 ,India,1775074019.0,1775074019,77.1207,14.5419,10363.2,False,235.52,330.13,0.33,,10927.08,,False,0
801742,IGO5293 ,India,1775074078.0,1775074079,77.0676,14.6559,10363.2,False,240.94,341.06,0.0,,10919.46,,False,0
801744,IGO5323 ,India,1775074010.0,1775074013,73.894,17.182,10058.4,False,243.42,133.72,0.0,,10576.56,,False,0
801744,IGO5323 ,India,1775074056.0,1775074056,73.9703,17.1116,10058.4,False,243.78,133.8,0.0,,10584.18,,False,0
801745,IGO1090 ,India,1775071753.0,1775071753,74.7187,19.5894,8763.0,False,231.68,275.86,-5.2,,9227.82,,False,0
80174a,IGO1082 ,India,1775074024.0,1775074025,76.8961,28.4317,1965.96,False,111.13,322.33,-3.9,,1996.44,,False,0
80174a,IGO1082 ,India,1775074079.0,1775074080,76.8582,28.4751,1744.98,False,109.28,322.27,-3.9,,1767.84,,False,0
80174b,IGO322  ,India,1775074017.0,1775074017,73.0402,19.0911,891.54,False,92.09,269.36,-2.28,,853.44,,False,0
80174b,IGO322  ,India,1775074079.0,1775074079,72.9868,19.0904,632.46,False,90.03,269.35,-4.55,,579.12,,False,0
801768,IGO1060 ,India,1775074025.0,1775074025,73.5034,19.1478,3177.54,False,113.72,210.74,-5.2,,3284.22,,False,0
801768,IGO1060 ,India,1775074080.0,1775074080,73.4645,19.1078,2903.22,False,112.32,231.14,-5.53,,2987.04,,False,0
801772,IGO6363 ,India,1775071753.0,1775071753,73.241,18.4827,4008.12,False,169.89,337.01,-2.93,,4160.52,,False,0
801775,IGO6025 ,India,1775074026.0,1775074026,77.2361,26.1422,10363.2,False,237.18,0.75,0.0,,10789.92,,False,0
801775,IGO6025 ,India,1775074079.0,1775074079,77.238,26.2568,10363.2,False,237.18,0.75,0.0,,10789.92,,False,0
80177b,AXB1382 ,India,1775073980.0,1775073980,77.5594,13.2082,1592.58,False,93.63,89.69,-5.53,,1714.5,,False,0
80177b,AXB1382 ,India,1775074058.0,1775074058,77.6171,13.2078,1280.16,False,77.69,90.76,-4.23,,1554.48,,False,0
801785,,India,1775074068.0,1775074068,78.221,14.3749,9646.92,False,218.8,189.06,-5.2,,10530.84,,False,0
801798,IGO240M ,India,1775071712.0,1775071714,77.5339,13.2084,1729.74,False,92.6,90.32,-4.88,,1722.12,,False,0
8017a0,IGO1049 ,India,1775071754.0,1775071754,72.8298,19.3205,3436.62,False,190.37,72.54,10.4,,3459.48,,False,0
8017e4,IGO2369 ,India,1775074021.0,1775074025,77.123,25.7544,11582.4,False,261.25,12.39,-0.33,,12047.22,,False,0
8017e4,IGO2369 ,India,1775074079.0,1775074080,77.1551,25.8883,11582.4,False,257.41,12.23,0.0,,12047.22,,False,0
80180b,IGO374F ,India,1775071754.0,1775071754,88.151,23.0069,1889.76,False,168.99,118.75,-3.9,,1920.24,527.0,False,0
801822,IGO6054 ,India,1775074025.0,1775074025,76.8138,27.401,10325.1,False,215.53,190.45,7.48,,10721.34,,False,0
801822,IGO6054 ,India,1775074079.0,1775074079,76.8048,27.2968,10721.34,False,218.18,178.65,7.48,,11117.58,,False,0
801823,IGO626W ,India,1775071749.0,1775071749,72.8806,19.0889,68.58,False,72.54,269.19,-3.25,,22.86,,False,0
801824,IGO949  ,India,1775071655.0,1775071667,77.6085,13.2078,1325.88,False,70.49,90.84,-3.25,,1287.78,,False,0
801848,AXB235  ,India,1775074026.0,1775074026,70.7255,18.8456,9144.0,False,222.64,273.44,0.0,,9578.34,,False,0
801848,AXB235  ,India,1775074073.0,1775074075,70.6267,18.8513,9144.0,False,223.22,273.7,0.0,,9578.34,,False,0
80184a,VTMIR   ,India,1775074025.0,1775074025,83.7836,25.4579,12496.8,False,288.74,119.81,-0.33,,12954.0,264.0,False,0
80184a,VTMIR   ,India,1775074079.0,1775074079,83.9184,25.3879,12496.8,False,293.59,119.84,0.33,,12946.38,264.0,False,0
801851,IGO461L ,India,1775074026.0,1775074026,76.9003,28.5748,1181.1,False,102.41,91.44,-4.55,,1165.86,,False,0
801851,IGO461L ,India,1775074080.0,1775074080,76.9539,28.5737,922.02,False,92.62,91.27,-4.55,,883.92,,False,0
80185f,IGO192P ,India,1775071754.0,1775071754,77.3448,13.4534,2781.3,False,159.16,156.17,-7.15,,2857.5,,False,0
801864,IGO561K ,India,1775071754.0,1775071754,75.5398,27.3046,9403.08,False,246.4,26.67,-12.03,,9799.32,,False,0
86d59c,JAL749  ,Japan,1775071754.0,1775071754,90.0897,24.1373,12184.38,False,205.29,282.89,-0.33,,12710.16,5040.0,False,0
86d59c,JAL749  ,Japan,1775074025.0,1775074025,85.7297,25.3907,12192.0,False,198.81,289.19,-0.33,,12664.44,5040.0,False,0
86d59c,JAL749  ,Japan,1775074078.0,1775074078,85.6317,25.4218,12184.38,False,198.67,289.51,-0.33,,12649.2,5040.0,False,0
88044a,AIQ121  ,Thailand,1775071754.0,1775071754,88.7352,22.3635,3634.74,False,159.28,155.17,11.38,,3756.66,454.0,False,0
88044a,AIQ121  ,Thailand,1775073991.0,1775074001,92.0193,18.9031,10668.0,False,244.82,128.0,0.0,,11262.36,454.0,False,0
88044a,AIQ121  ,Thailand,1775074059.0,1775074059,92.1418,18.8117,10675.62,False,244.42,128.08,0.0,,11262.36,454.0,False,0
880457,AIQ196  ,Thailand,1775071754.0,1775071754,79.9053,11.8303,10972.8,False,214.39,256.96,0.0,,11681.46,,False,0
880457,AIQ196  ,Thailand,1775074011.0,1775074011,76.4749,10.1542,381.0,False,74.11,268.41,-4.23,,434.34,,False,0
880852,AIQ147  ,Thailand,1775071754.0,1775071754,88.8885,21.1158,10668.0,False,251.55,123.66,0.33,,11216.64,3315.0,False,0
880c47,AIQ131  ,Thailand,1775071743.0,1775071748,84.3242,20.8417,11277.6,False,256.15,112.81,0.0,,11849.1,545.0,False,0
880c47,AIQ131  ,Thailand,1775073872.0,1775073873,89.2265,18.9781,10668.0,False,258.8,111.21,0.0,,11239.5,545.0,False,0
8830f7,TLM242  ,Thailand,1775071754.0,1775071754,88.7966,21.7556,8420.1,False,207.9,335.59,-15.93,,8907.78,731.0,False,0
885106,THA961  ,Thailand,1775071754.0,1775071754,78.14,25.6875,11887.2,False,273.97,118.73,0.0,,12344.4,,False,0
885106,THA961  ,Thailand,1775074024.0,1775074025,83.8994,23.3439,11887.2,False,286.52,115.18,0.0,,12405.36,1163.0,False,0
885106,THA961  ,Thailand,1775074078.0,1775074078,84.0363,23.2845,11887.2,False,289.97,115.2,0.0,,12405.36,716.0,False,0
885108,THA955  ,Thailand,1775071754.0,1775071754,79.6331,26.4209,11277.6,False,282.57,128.64,0.33,,11704.32,,False,0
